,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'No.', 'number']_match"
67,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8314757\eupmc_result.json,PMC8314757,,NaN,NaN,[],[]
68,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8316532\eupmc_result.json,PMC8316532,,"With advancements in computer systems, computer graphics and medical imaging technologies, clinicians strive for a personalised approach to patient treatment. Therefore, the production of personalised surgical guides is becoming standard. While proprietary software solutions for mandibular reconstruction planning exist, they are often not available due to their high costs. There are multiple alternative methods available, which utilise open-source technologies and free software, but they use advanced three-dimensional (3D) computer-aided design (CAD) concepts. The goal of this article is to provide end-users (surgeons, radiologists, or radiology technicians) with a tool that offers an intuitive interface and a simple workflow. The tool provides only the necessary methods offering a high degree of automation and abstracting the underlying 3D CAD concepts. This is accomplished by providing an add-on (written in Python) for a free and open-source software package Blender.","['computer-aided design', 'Medical Informatics Applications', 'Mandibular Reconstruction', 'Printing (Three-dimensional)', 'Surgery (Computer-assisted)']",[],[]
69,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8317081\eupmc_result.json,PMC8317081,Ethics and dissemination This trial will be performed according to the ethical principles originating from the Declaration of Helsinki and the Good Clinical Practice guidelines. This trial was approved by the institutional review board of each institution. Informed consent will be obtained from parents or legal guardians of each patient before the registration. All data will be collected by investigators confidentially. We will present the results of this trial in international peer-reviewed journals and at international and national conferences. Approval for this study has been obtained from the IRB of Kyushu University Hospital (Approval No. 2020–767). Ethics statements Patient consent for publication Parental/guardian consent obtained. Ethics approval Approval for this study has been obtained from the IRB of Kyushu University Hospital (Approval No. 2020–767). Ethics approval Approval for this study has been obtained from the IRB of Kyushu University Hospital (Approval No. 2020–767).," Introduction Retinopathy of prematurity (ROP) is a vascular proliferative disorder that occurs in preterm infants. Existing treatments are only indicated in severe ROP cases due to the high invasiveness and the potential risk of irreversible side effects. We previously elucidated that ripasudil, a selective inhibitor of the Rho-associated protein kinase, has the ability to inhibit abnormal retinal neovascularisation in animal models. In addition, ripasudil eye drops (Glanatec ophthalmic solution 0.4%) have been already used for the treatment of glaucoma. Since eye drop therapy is less invasive, early intervention for ROP is possible. The purpose of this phase I/II trial is to evaluate the safety and efficacy of ripasudil eye drops for preterm infants with ROP. Methods and analysis This is a multicentre, open-label, single-arm phase I/II trial. To evaluate the safety and efficacy of ripasudil as much as possible, ripasudil will be administered to all enrolled preterm infants with zone I/II, stage 1, or worse ROP. The safety and efficacy of ripasudil in treated patients will be assessed in comparison to a historical control group. Because this is the first trial of ripasudil in preterm infants, a dose-escalation study (once daily for 1 week, then two times per day for 2 weeks) will be conducted in phase I. After obtaining approval from the independent data and safety monitoring board to continue the trial after the completion of phase I, phase II will be conducted. In phase II, ripasudil eye drops will be administered two times per day for 12 weeks. The primary endpoint in phase II is also safety. Efficacy and pharmacokinetics will be evaluated as secondary endpoints. Ethics and dissemination This study protocol was approved by the institutional review board at each of the participating centres. Data will be presented at international conferences and published in peer-reviewed journals. Trial registration numbers NCT04621136 and jRCT2071200047.","['Ophthalmology', 'Paediatrics', 'Vascular Medicine', 'Paediatric Ophthalmology', 'Vetreoretinal']","['Good Clinical', 'Clinical Practice', 'Practice guidelines', 'University Hospital', 'Kyushu University', 'Approval', 'approval Approval', 'ethical principles', 'principles originating', 'Declaration']","['2020–767).', '2020–767).', '2020–767).']"
70,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8320198\eupmc_result.json,PMC8320198,," Background Plurihormonal pituitary adenomas are a unique type of pituitary adenomas that secrete two or more pituitary hormones normally associated with separate cell types that have different immunocytochemical and ultrastructural features. Although they represent 10-15% of all pituitary tumors, only a small fraction of plurihormonal pituitary adenomas clinically secrete multiple hormones. The most common hormone combinations secreted by plurihormonal pituitary adenomas are growth hormone, prolactin, and one or more glycoprotein hormones. The most common hormonal symptom is acromegaly (50%). The aim of this case report is to bring awareness about this rare type of pituitary adenomas and to describe the unique presentation of our patient, even though plurihormonal pituitary adenomas are known mostly as a clinically silent tumors. Case presentation Herein, we describe an unusual case of plurihormonal pituitary adenoma with triple-positive staining for adrenocorticotropic hormone, growth hormone, and prolactin. The patient is a 65-year-old Egyptian woman who presented with mass effect symptoms of the pituitary tumor, which primarily manifested as severe headache and visual field defects. She also presented with some cushingoid features, and further analysis confirmed Cushing's disease; slightly high prolactin and normal growth hormone levels were observed. She underwent transsphenoidal surgery and has been in remission thus far. Only a few cases have been reported in the literature, but none has exhibited silent acromegaly or mass effect symptoms as the initial presentation. Conclusion This case highlights an unusual plurihormonal pituitary adenoma case with a rare combination of secreted hormones; mass effect symptoms were dominant, as were uncommon visual field defects. Our case further proves that immunohistochemical analyses of all pituitary hormones are needed to ensure correct diagnosis and to alert clinicians to the need for more rigorous follow-up due to the higher morbidity of these patients. Our case report approval number Federal Wide Assurance NIH, USA is FWA00018774 IRB registration number with OHRP/NIH is IRB00010471.","['Nonfunctioning', 'Plurihormonal Pituitary Adenoma', 'Silent Pituitary Adenomas', 'Silent Corticotroph', 'Silent Somatotroph Adenomas', 'Silent Gonadotroph']",[],[]
71,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8321587\eupmc_result.json,PMC8321587,," Objectives To evaluate future problems in colorectal cancer surgery for elderly patients. Methods We conducted a retrospective review of patients receiving colorectal cancer surgery in our hospital from January 2010 to December 2018. Patients were divided into the ≥ 85-year-old patient group and the younger patient group. We compared patient backgrounds, surgical outcomes (surgical procedure, reduction of lymph node dissection range, operative duration, and blood loss), postoperative short-term outcomes (mortality, morbidity, and postoperative length of stay) and prognosis. Results We performed colorectal cancer surgery on 1,240 patients during the study period. Of them, 109 (8.7%) were ≥ 85 years old, and 1,131 (91.2%) were  Conclusions Prevention of postoperative pneumonia and thromboembolism remains a problem. After proper assessment and careful management of peri-operative surgical risks, surgery can be indicated in elderly patients.","['Elderly patients', 'Colorectal Cancer Surgery', '≥ 85-Year-Old']",[],[]
72,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8330580\eupmc_result.json,PMC8330580,Ethics statements Patient consent for publication Not required. Ethics approval This study represents evaluation of the challenges faced within the core surgical training programme. Completion of questionnaires was voluntary and anonymous and therefore ethical approval was not required. Ethics approval This study represents evaluation of the challenges faced within the core surgical training programme. Completion of questionnaires was voluntary and anonymous and therefore ethical approval was not required.," Objectives Stress and burn-out among surgical trainees has been reported most prevalent in core surgical trainees (CST) and female trainees in particular. This study aimed to identify factors perceived by CSTs to be associated with stress and burnout in those at risk. Design An open-ended questionnaire was distributed to 79 CSTs and two researchers categorised responses independently, according to Michie's model of workplace stress. Setting A UK regional postgraduate medical region (Wales). Participants Sixty-three responses were received; 42 males, 21 females. The response rate was 79.7%. Results Inter-rater reliability was good (k=0.792 (79.2%), p Conclusion CSTs' perceptions regarding the causes of National Health Service related stress and burnout are numerous, and these findings provide a basis for the development of targeted stressor counter-measures to improve training and well-being.","['Surgery', 'Education & Training (See Medical Education & Training)', 'Medical Education & Training']","['statements Patient', 'Patient consent', 'Ethics approval', 'Ethics statements', 'Patient', 'Ethics', 'required', 'training programme', 'approval', 'study represents']",[]
73,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8330783\eupmc_result.json,PMC8330783,," Background After the 'first wave' in spring 2020, opinions regarding the threat and measures against COVID-19 seemed to vary among German general practitioners (GPs). Objectives To systematically investigate opinions and to identify subgroups of GPs sharing similar views. Methods A questionnaire was sent to all 210 practices accredited for undergraduate teaching of family medicine at the Medical Faculty of the Technical University of Munich. Questions addressed personal opinions regarding risks, dilemmas, restrictions and their relaxation associated with COVID-19, and personal fears, symptoms of depression and anxiety. Patterns of strong opinions ('archetypes') were identified using archetypal analysis, a statistical method seeking extremal points in the multidimensional data. Results One hundred and sixty-one GPs sent back a questionnaire (response rate 77%); 143 (68%) with complete data for all 38 relevant variables could be included in the analysis. We identified four archetypes with subgroups of GPs tending in the direction of these archetypes: a small group of 'Sceptics' ( n  = 12/8%) considering threats of COVID-19 as overrated and measures taken as exaggerated; 'Hardliners' ( n  = 34/24%) considering threats high and supporting strong measures; 'Balancers' ( n  = 77/54%) who also rated the threats high but were more critical about potentially impairing the quality of life of elderly people and children; and 'Anxious' GPs ( n  = 20/14%) tending to report more fear, depressive and anxiety symptoms. Conclusion Among the participants in this survey, opinions regarding the threat and the measures taken against COVID-19 during the 'first wave' in Germany in spring 2020 varied greatly.","['Infectious diseases', 'Survey', 'General Practice', 'Attitudes', 'Covid-19']",[],[]
74,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8331949\eupmc_result.json,PMC8331949,," Background Emicizumab, a bispecific antibody factor VIII mimetic, is approved for prophylaxis in hemophilia, and has different risks and side effects compared to factor VIII products. Objective To better understand the early impact of emicizumab on our patients at the University of Colorado Hemophilia and Thrombosis Center (UCHTC), we evaluated adverse reactions, factor prophylaxis overlap, and bleeding rates after starting emicizumab through a quality improvement project. Patients/methods A retrospective chart review and structured phone interview were conducted from June to September 2019 for all patients who had started emicizumab at the UCHTC. Data about emicizumab dosing, reactions, bleeding events, and bleeding treatment were collected in 68 children and adults (aged 0.55-79.8 years, on emicizumab a median 213 days; range, 51-1229 days) with hemophilia A (35.3% with past or current inhibitor). Results Adverse reactions were primarily skin reactions, with no anaphylactic reactions or thrombosis. Bleeding events, defined as pain or swelling treated with factor or supportive measures, demonstrated wide variability, with 25 of 68 experiencing zero bleeds and 5 of 68 experiencing >8 bleeds per year. The most prevalent bleed type was traumatic musculoskeletal bleeding. Bleeding events occurred more often in the first 10 weeks after starting emicizumab, but no time period was without bleeding events. The majority of patients were prescribed every-week or every-2-week dosing, but some had alternative dosing frequency. Conclusions Real-world emicizumab use in our center was characterized by variations in prescribing practices and bleeding outcomes and lack of severe adverse reactions.","['Hemophilia', 'Bleeding', 'Factor VIII', 'Hemophilia A', 'Emicizumab']",[],[]
75,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8335934\eupmc_result.json,PMC8335934,," Background Driveline infections in continuous-flow left ventricular assist devices (cf-LVAD) remain the most common adverse event. This single-center retrospective study investigated the risk factors, prevalence and management of driveline infections. Methods Patients treated after cf-LVAD implantation from December 2014 to January 2020 were enrolled. Baseline data were collected and potential risk factors were elaborated. The multi-modal treatment was based on antibiotic therapy, daily wound care, surgical driveline reposition, and heart transplantation. Time of infection development, freedom of reinfection, freedom of heart transplantation, and death in the follow-up time were investigated. Results Of 75 observed patients, 26 (34.7%) developed a driveline infection. The mean time from implantation to infection diagnosis was 463 (±399; range, 35-1400) days. The most common pathogen was Staphylococcus aureus (n = 15, 60%). First-line therapy was based on antibiotics, with a primary success rate of 27%. The majority of patients (n = 19; 73.1%) were treated with surgical reposition after initial antibiotic therapy. During the follow-up time of 569 (±506; range 32-2093) days, the reinfection freedom after surgical transposition was 57.9%. Heart transplantation was performed in eight patients due to resistant infection. The overall mortality for driveline infection was 11.5%. Conclusions Driveline infections are frequent in patients with implanted cf-LVAD, and treatment does not efficiently avoid reinfection, leading to moderate mortality rates. Only about a quarter of the infected patients were cured with antibiotics alone. Surgical driveline reposition is a reasonable treatment option and does not preclude subsequent heart transplantation due to limited reinfection freedom.","['Left Ventricular Assist Device', 'Driveline Infection', 'Surgical Reposition']",[],[]
76,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8339013\eupmc_result.json,PMC8339013,Statement of Ethics Subjects have given their written informed consent to the procedure. The article is exempt from ethical committee approval because no change has been made in terms of standard operative technique and perioperative management.,"The aim of this study is to report the reallocation of carotid surgery activity with the support of telemedicine in a COVID-free clinic during COVID-19 pandemic. Patients with symptomatic carotid stenosis or asymptomatic vulnerable plaques were reallocated to a COVID-free private clinic which began to cooperate with the National Health System during the emergency. Quick training of staff nurses was performed. Surgeons moved to the COVID-19 free clinic. Remote cerebral monitoring was performed with the support of telemedicine. Twenty-four patients underwent standard carotid endarterectomy with eversion technique. Five patients (20.8%) had recently symptomatic stenosis, and the remaining 19 patients (79.2%) had a risky asymptomatic carotid stenosis. No technical issue with remote cerebral monitoring was detected. In the early postoperative period, no neurological/systemic complication was observed. Three patients under dual antiplatelet therapy (12.5%) had neck hematoma. All patients were discharged the day after surgery. In our preliminary experience, reallocation in a COVID-free clinic allowed us to maintain a functioning carotid surgery activity during COVID-19 pandemic. A multidisciplinary approach and support of telemedicine were crucial. Training of unskilled nurse staff was necessary.","['Telemedicine', 'Carotid Surgery', 'Covid-19']","['Ethics Subjects', 'written informed', 'informed consent', 'Ethics', 'Subjects', 'Statement', 'procedure', 'perioperative management', 'written', 'informed']",[]
77,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8342884\eupmc_result.json,PMC8342884,"Ethics Approval The study has been approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire [Reference Protocol number: LMS/PGR/UH/03873]."," Background:  The aims of this study were to compare the overall regulatory review timelines achieved by the South African Health Products Regulatory Authority (SAHPRA) in 2020 to the timelines historically achieved by the Medicines Control Council (MCC). This study also aimed to evaluate the regulatory review processes and the good review practices that have been implemented by SAHPRA to support the assessment of new chemical entities and generic product applications for market authorization in the business-as-usual and backlog process streams.  Methods:  A questionnaire was completed and verified by SAHPRA to describe the structure of the organization, the resources available, the process for regulatory review of new chemical entities and generic products and the level of implementation of good review practices and regulatory decision-making practices for market authorization. Data were collected and analyzed on the overall approval timelines for new chemical entities and generic products registered by SAHPRA in 2020 in the business-as-usual and backlog process streams.  Results:  A full, independent scientific review was conducted for all new chemical entities and generic product applications in the business-as-usual stream. Facilitated regulatory pathways were introduced for the review of new chemical entities and generic products in the backlog stream. As a result, the timelines for approval of applications in the backlog stream were 68% quicker for both new chemical entities and generics, using facilitated regulatory pathways, such as abridged and verification review models.  Conclusion:  The comparisons made through this study provided insight into the improvements that have been made through the establishment of SAHPRA and the transition in 2018 from the MCC. The re-engineered processes that have been developed and implemented by SAHPRA to address the backlog in the review of the applications for market authorization have demonstrated a decrease in the overall median approval times. The expansion of these processes into the routine review of medical products will contribute to the enhanced regulatory performance of SAHPRA and patients' access to new medicines.","['Backlog', 'Good Review Practices', 'Regulatory Performance', 'South African Health Products Regulatory Authority', 'South African Regulatory Review Times']","['Technology ECDA', 'Reference Protocol', 'Ethics Approval', 'Protocol number', 'Science', 'LMS', 'PGR', 'Health', 'Engineering', 'ECDA']",['LMS/PGR/UH/03873].']
78,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8343532\eupmc_result.json,PMC8343532,,"The development of trastuzumab (Herceptin ® ) was one of the most significant cancer drug development projects of the 20th century. Not only was it a scientific and medical achievement but it also paved the way for the drug-diagnostic codevelopment model, where a predictive biomarker assay is developed in parallel to the drug. One of the challenges in the development of trastuzumab was to select the right patient population likely to respond and here, it was critical to have access to an accurate, robust and reliable assay for detection of HER2 overexpression in tumors. In the clinical development of trastuzumab, a clinical trial assay (CTA), developed by Genentech, was used for selection of HER2 positive patients. However, during the phase III trial with trastuzumab, a new optimized IHC assay, HercepTest™ was designed and developed by Dako. In the final stage of its development, a comparative study with the CTA was conducted in order to show concordance between the two assays. In September 1998, the Food and Drug Administration (FDA) simultaneously granted approval to trastuzumab and HercepTest™. The assay has been used for patient selection in a number of significant breast cancer clinical trials such as the HERA, CLEOPATRA, EMILIA and more. In these trials, HercepTest™ demonstrated its clinical utility in the neoadjuvant, adjuvant, and metastatic setting as well as in relation to different types of HER2 targeted therapies. Likewise, the assay was used for selection of HER2 positive gastric cancer patients in the important ToGA trail. HercepTest™ was the first companion diagnostic ever approved by the FDA, and more than 20 years of use has documented its clinical impact.","['Breast cancer', 'Gastric cancer', 'Trastuzumab', 'Pertuzumab', 'Ado-trastuzumab Emtansine', 'Companion Diagnostics', 'Herceptest', 'Drug-diagnostic Codevelopment']",[],[]
79,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8344495\eupmc_result.json,PMC8344495,Ethics approval and consent to participate The COVID-19 number of cases and sequencing data are collected via public domains and thus neither ethical approval nor individual consent is applicable.,NaN,"['Brazil', 'Case Fatality', 'Statistical Modelling', 'Covid-19', 'P.1 Lineage']","['Ethics approval', 'sequencing data', 'public domains', 'ethical approval', 'individual consent', 'approval', 'consent', 'Ethics', 'number', 'applicable']",['of']
80,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8344519\eupmc_result.json,PMC8344519,,NaN,"['Safety', 'Japan', 'anaphylaxis', 'Bnt162b2 Mrna Covid-19 Vaccine']",[],[]
81,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8344772\eupmc_result.json,PMC8344772,,"Over the past year, the Severe Acute Respiratory Syndrome Coronavirus 2 pandemic has led to rapid advancement regarding therapeutics, vaccines, and testing. In the United States, the Food and Drug Administration (FDA) is the agency ensuring standardization, reproducibility, and meeting benchmarks of safety and efficacy for these products. Among medical professionals and the public, there are often questions about the role of regulation, product development and approval, and terminology often used in regard to the FDA. This manuscript will serve as an introduction to the FDA, clarify the steps of drug development and approval, review terms related to product use, and discuss the role of the medical community and industry. The FDA serves as a regulatory agency ensuring safety, efficacy, and quality are met in the approval of drugs, vaccines, biologics, and testing products. Understanding the terms of development can help providers with many new products being developed.","['Regulation', 'Drug Development', 'Fda', 'Eua']",[],[]
82,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8346351\eupmc_result.json,PMC8346351,,NaN,NaN,[],[]
83,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8346638\eupmc_result.json,PMC8346638,Ethical approval Ethical approval was not required for our paper because case reports are exempt from ethical approval at our institute.," Introduction and importance Prolonged air leakage after pulmonary resection is a common complication, and fibrin glue is used as a sealant to reduce this. Fibrin glue-induced adverse events are generally rare. Herein, we describe a rare case of fibrin glue-induced eosinophilic pleural effusion (EPE). Case presentation A 77-year-old man underwent partial pulmonary resection for right lower lobe lung cancer, and the pulmonary staple stump was subsequently covered with fibrin glue. Antibacterial drugs were administered for the treatment of postoperative pneumonia. However, re-elevation of the inflammatory cell number was observed, and computed tomography revealed an increase in right pleural effusion. Although thoracoscopy was performed based on a possibility of empyema, no empyema was observed. The eosinophil count in the pleural effusion was 11%; thus, the patient was diagnosed with EPE, which was resolved after thoracic drainage, without corticosteroid administration. Fibrin glue was identified as the causative agent, using a drug-induced lymphocyte stimulation test. Clinical discussion EPE is defined as an eosinophil count of ≥10% in the pleural effusion. If pleural effusion on the surgical side, with fever or an elevated inflammatory cell number, is observed in the early postoperative period after pulmonary resection, empyema should be considered foremost. In this case, the administration of antibacterial drugs was ineffective, and the patient was eventually diagnosed with EPE. Conclusion EPE should be considered as a rare fibrin glue-induced adverse event after pulmonary resection. It is recommended that the leukocyte fraction be examined, if pleural effusion is collected for postoperative pleural effusion.","['Lung cancer', 'Postoperative complication', 'Case Report', 'Fibrin Glue', 'Eosinophilic Pleural Effusion']","['Ethical approval', 'case reports', 'approval Ethical', 'Ethical', 'approval', 'institute', 'required', 'paper', 'case', 'reports']",[]
84,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8349414\eupmc_result.json,PMC8349414,Ethical approval This article does not require any human/animal subjects to acquire such approval. Ethical approval Not applicable.,NaN,"['India', 'Negligence', 'Public', 'Third Wave', 'Covid-19', 'Sars-cov-2', 'Covid Appropriate Behavior']","['animal subjects', 'Ethical approval', 'Ethical', 'approval', 'human', 'animal', 'article', 'require', 'subjects', 'acquire']",[]
85,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8349434\eupmc_result.json,PMC8349434,Ethical Approval Ethical approval was not required for this letter.,"Fiji is facing the second wave of COVID-19 and has been recording increased number of COVID-19 cases. The response of Fijian Government is mainly directed towards obtaining international assistance in terms of expertise and vaccinations. While international support is necessary for the country, the Fijian Government also needs to consider the basic needs of the affected Fijians. In response, this article will provide an overview of the current COVID-19 crisis in Fiji to justify the need for reshaping the current approach of the Fijian Government.","['Covid-19', 'Fijian Government']","['Ethical Approval', 'Approval Ethical', 'Ethical', 'Approval', 'letter', 'required']",[]
86,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8350410\eupmc_result.json,PMC8350410,," Introduction Osteofibrous dysplasia is a relatively rare disease, exclusively found in children, affecting the tibial diaphysis. Various management approaches are already available, but an internationally approved management guideline is not yet established. There is a major concern in the current management of wide excision technique as it frequently results in massive bone defect. Case presentation Here we present a case of osteofibrous dysplasia on a 10-year-old girl in Cipto Mangunkusumo Hospital with chief complaint of mild persistent pain of her lower leg since two years before with slight bowing deformity. The radiograph and histopathological examination support the diagnosis of osteofibrous dysplasia. She was managed with en-bloc resection (wide excision) of the tumor, followed with reconstruction using biomaterials substitute; combination between demineralized bone matrix (Bonegener R ) and bone substitute ""hydroxyapatite and calcium sulphate"" and internal fixation using plate and screw. Results Clinical and radiological evaluation showed successful improvement and outcome. The patient showed progressive functional outcomes and achieved functional score of 100% LEFS at 3 years follow-up. The plate and screw was removed at 48 weeks after adequate callus formation andradiological union was achieved. Conclusion Simple reconstruction using biomaterial bone substitute not only created new bone formation with good stability, but also enabled patient to have an improved quality of life. This method is recommended to overcome the massive bone defect after tumor resection in osteofibrous dysplasia patient.","['Biomaterial', 'Wide Excision', 'Massive Bone Defect', 'Osteofibrous Dyplasia']",[],[]
87,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8351029\eupmc_result.json,PMC8351029,Ethics The Regional Ethical Board in Stockholm approved this study (2011/208-31). The part of the study that uses anonymized data from the Swedish Board of Health and Welfare did not require ethical approval (2017/5:1).," Objective The consequences of a low autopsy rate are not considered in determining the cause of death. Method We have analyzed the Cause of Death Register of the Swedish National Board of Health and Welfare since it started 1969 to and including 2016 to visualize the decline in the frequency of clinical autopsies over time and evaluated the effect on the quality of the cause of death diagnoses. Results Over the five decades studied, the frequency of clinical autopsies declined from almost 40% to less than 5%. The rate of decline was not even. Political decisions and changes of healthcare organization in Sweden affected the slope of decline of autopsies superimposed on a linear decline over time reflecting changes in clinical routines. A request of clinical autopsies was highly dependent on the level of care at the time of death, with the lowest number of requests for persons who died in nursing homes. The age at the time of death was a major factor affecting the number of autopsies, resulting in an autopsy rate of less than 1% in the ages where most persons die. Although men were autopsied more often than women, a gender-specific difference was not seen after correction for the age of death. We also found a higher rate of unspecific and irrelevant diagnosis in the cases not autopsied and we know from earlier studies by us and other authors that the cause of death diagnoses were missed in between 30% and 50% of the cases not autopsied. Conclusion The decline in the clinical autopsy rate reduced the value of the death certificate register. An increase in the number of autopsies performed will improve the understanding of disease and cause of death, as well as to better inform next of kin.","['Autopsy', 'Cause of death', 'Gender Differences', 'Forensic Autopsy', 'Age Dependence', 'Autopsy And Level Of Care', 'Death Certificate Errors', 'Clinical Autopsy']","['Stockholm approved', 'Regional Ethical', 'Ethical Board', 'Swedish Board', 'ethical approval', 'Regional', 'Stockholm', '208-31', 'Board', 'require ethical']",[]
88,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8351924\eupmc_result.json,PMC8351924,,Florian Naudet and co-authors propose a pathway involving registered criteria for evaluation and approval of new drugs.,NaN,[],[]
89,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8358494\eupmc_result.json,PMC8358494,," Objectives There is little evidence of insomnia treatment, especially exit strategies for hypnotics. We examined on the characteristics of patients who were able to switch from benzodiazepine hypnotics to lemborexant. Methods Insomnia was assessed using the Athens Insomnia Scale. Efficacy outcome assessment was the Clinical Global Impressions-Improvement scale. Results Eighty patients switched from benzodiazepine hypnotic monotherapy to lemborexant and 57 patients who continued the use of benzodiazepine hypnotics. The switched group had a significantly lower benzodiazepine hypnotic diazepam equivalent and a significantly shorter dosing period than the continued group ( p   p   Conclusion Our findings suggest that when administering benzodiazepine hypnotics, shortening the administration period, as much as possible, allows a smooth switch to safe long-term maintenance therapy using lemborexant, without exacerbating insomnia.","['Insomnia', 'efficacy', 'Switching', 'Lemborexant', 'Benzodiazepine Hypnotics']",[],[]
90,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8358549\eupmc_result.json,PMC8358549,," Background Multiple studies regarding the use of Resuscitative Endovascular Balloon Occlusion of the Aorta (REBOA) in patients with non-compressible torso injuries and uncontrolled haemorrhagic shock were recently published. To date, the clinical evidence of the efficacy of REBOA is still debated. We aimed to conduct a systematic review assessing the clinical efficacy and safety of REBOA in patients with major trauma and uncontrolled haemorrhagic shock. Methods We systematically searched MEDLINE (PubMed), EMBASE and CENTRAL up to June 2020. All randomized controlled trials and observational studies that investigated the use of REBOA compared to resuscitative thoracotomy (RT) with/without REBOA or no-REBOA were eligible. We followed the PRISMA and MOOSE guidelines. Two authors independently extracted data and appraised the risk of bias of included studies. Effect sizes were pooled in a meta-analysis using random-effects models. The quality of evidence was assessed using the Grading of Recommendations Assessment, Development and Evaluation methodology. Primary outcomes were mortality, volume of infused blood components, health-related quality of life, time to haemorrhage control and any adverse effects. Secondary outcomes were improvement in haemodynamic status and failure/success of REBOA technique. Results We included 11 studies (5866 participants) ranging from fair to good quality. REBOA was associated with lower mortality when compared to RT (aOR 0.38; 95% CI 0.20-0.74), whereas no difference was observed when REBOA was compared to no-REBOA (aOR 1.40; 95% CI 0.79-2.46). No significant difference in health-related quality of life between REBOA and RT (p = 0.766). The most commonly reported complications were amputation, haematoma and pseudoaneurysm. Sparse data and heterogeneity of reporting for all other outcomes prevented any estimate. Conclusions Our findings on overall mortality suggest a positive effect of REBOA among non-compressible torso injuries when compared to RT but no differences compared to no-REBOA. Variability in indications and patient characteristics prevents any conclusion deserving further investigation. REBOA should be promoted in specific training programs in an experimental setting in order to test its effectiveness and a randomized trial should be planned.","Systematic Review, Resuscitative Endovascular Balloon Occlusion Of The Aorta, Major Trauma Haemorrhage, Resuscitative Thoracotomy",[],[]
91,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8361036\eupmc_result.json,PMC8361036,"Ethical approval Research studies involving patients require ethical approval. Please state whether approval has been given, name the relevant ethics committee and the state the reference number for their judgement. No ethical approval was needed. Ethical approval This is retrospective cohort study. Ethical approval not needed. Trial registry number. 1.Name of the registry: Research Registry.2.Unique Identifying number or registration ID: Research registry 6952 https://www.researchregistry.com/browse-the-registry#home/registrationdetails/60e4866179ebc8001f90c2b3."," Objectives This study was aimed to identify the number, shape and distribution of megakaryocytes and to recognize blast cells and its location.Further, to identify presence of fibrosis or increased microvascularity.Also,study correlation between histological findings. Methods A retrospective was conducted between January 2016 to December 2018 at al-mouwasat university hospital. A total of 44 cases of myeloproliferative disorders using H&E and IHC stains were studied.Chi-square test was performed with descriptive statistics. Results Most of our patients were men younger than 75 years of age. 40 was the most prevalent as a median number of megakaryocytes in bone marrow biopsy with normal shape and diffuse pattern, most of biopsies were fibrotic, paratrabecular pattern and absent of hemosiderin deposits that correlate significantly to women patients.Minimal blast cells were more common with diffuse pattern. Conclusion Bone marrow biopsy is a useful investigation in myeloproliferative disorders. Evaluation of megakaryopoiesis, fibrosis, and localization of blasts are possible on a bone marrow biopsy.","['Chronic myeloid leukemia', 'Polycythemia vera', 'Myeloproliferative Disorders', 'Essential Thrombocytosis', 'Marrow Fibrosis']","['Ethical approval', 'studies involving', 'involving patients', 'patients require', 'approval', 'Ethical', 'Research studies', 'Research', 'require ethical', 'approval Research']","['for', '1.Name', 'or']"
